subj_ID,condition,own_words,kept_words,elim_words
34,keep,"[('to', 9), ('the', 7), ('what', 5), ('looks', 4), ('man', 4), ('cops', 4), ('is', 4), ('much', 4), ('sad', 3), ('are', 3), ('He', 3), ('do', 3), ('for', 3), ('too', 3), ('need', 3), ('that', 3), ('so', 3), ('use', 3), ('and', 2), ('something', 2), (""I'm"", 2), ('why', 2), ('in', 2), ('like', 2), (""he's"", 2), ('I', 2), ('feel', 2), ('What', 2), ('happening', 2), ('of', 2), ('They', 2), (""don't"", 2), ('did', 2), ('many', 2), ('Why', 2), ('they', 2), ('force', 2), ('Curious', 1), ('as', 1), ('happened', 1), ('She', 1), ('disappointed', 1), ('about', 1), ('but', 1), ('curious', 1), ('there', 1), ('people', 1), ('filming', 1), ('back', 1), ('being', 1)]","[('is', 21), ('the', 19), ('police', 18), ('being', 14), ('I', 14), ('a', 13), ('to', 12), ('in', 11), ('feel', 9), ('man', 8), ('by', 8), ('and', 8), ('arrested', 7), ('The', 7), ('that', 7), ('like', 7), ('for', 7), ('this', 6), ('look', 5), ('person', 5), ('as', 5), ('he', 5), ('of', 5), ('are', 5), ('down', 4), ('looks', 4), ('have', 4), ('Why', 4), ('they', 4), ('A', 3), ('on', 3), ('probably', 3), ('so', 3), ('woman', 3), ('not', 3), ('what', 3), ('she', 3), ('just', 3), ('doing', 3), ('their', 3), ('job.', 3), ('An', 3), ('african', 3), ('american', 3), ('male', 3), ('officer', 3), ('way', 2), ('many', 2), ('with', 2), ('must', 2)]","[('is', 16), ('the', 15), ('to', 14), ('being', 13), ('I', 13), ('a', 13), ('and', 12), ('police', 10), ('this', 8), ('by', 7), ('are', 7), ('of', 7), ('arrested', 6), ('that', 6), ('feel', 6), ('it', 6), ('looks', 6), ('like', 6), ('they', 6), ('in', 6), ('be', 6), ('what', 5), ('guy', 5), ('doing', 5), ('black', 5), ('for', 5), ('he', 5), ('on', 4), ('upset', 4), ('she', 4), ('do', 4), ('did', 4), ('people', 4), ('detained', 3), ('appears', 3), ('nothing', 3), ('A', 3), ('man', 3), ('why', 3), ('too', 3), ('arrest', 3), ('force', 3), ('protester', 3), ('as', 3), ('officer', 3), ('much', 3), ('What', 3), ('just', 3), ('ground', 2), ('wonder', 2)]"
35,eliminate,"[('to', 14), ('like', 11), ('looks', 10), ('the', 10), ('and', 10), ('being', 8), ('be', 7), ('This', 7), ('man', 6), ('is', 6), ('I', 6), ('He', 5), ('appears', 5), ('know', 4), ('he', 4), ('a', 4), (""he's"", 3), ('in', 3), ('want', 3), ('was', 3), ('force', 3), ('but', 3), ('away', 3), ('of', 3), ('pain', 2), ('can', 2), ('situation', 2), ('this', 2), ('they', 2), ('shocked', 2), ('feel', 2), ('for', 2), ('hurt', 2), ('scared', 2), ('with', 2), ('him', 2), ('A', 2), ('arrested', 2), ('seem', 2), ('holding', 2), ('down', 2), ('She', 2), (""she's"", 2), ('what', 2), ('held', 2), ('many', 2), ('situation.', 2), ('police', 2), ('more', 2), ('Concerning', 1)]","[('a', 21), ('being', 14), ('is', 13), ('this', 13), ('by', 13), ('to', 12), ('arrested', 12), ('like', 10), ('of', 10), ('the', 10), ('I', 10), ('police', 9), ('looks', 8), ('he', 8), ('An', 8), ('This', 7), ('man', 7), ('african', 7), ('american', 7), ('on', 6), ('feel', 6), ('officer', 6), ('and', 6), ('they', 5), ('are', 5), ('in', 5), ('why', 5), ('person', 4), ('his', 4), ('Police', 4), ('men', 4), ('force.', 4), ('be', 4), ('carrying', 3), ('down', 3), (""they're"", 3), ('so', 3), ('much', 3), ('seems', 3), ('really', 3), ('have', 3), ('not', 3), ('male', 3), ('female', 3), ('confused.', 3), ('because', 2), ('it', 2), ('off', 2), ('happening', 2), ('again', 2)]","[('is', 16), ('a', 15), ('the', 10), ('This', 9), ('being', 9), ('this', 9), ('police', 9), ('I', 8), ('like', 8), ('to', 8), ('man', 8), ('looks', 7), ('and', 7), ('of', 7), ('be', 6), ('on', 5), ('in', 5), ('for', 5), ('are', 5), ('going', 5), ('what', 4), ('arrested', 4), ('person', 4), ('feel', 4), ('by', 4), ('he', 4), ('guy', 3), ('lot', 3), ('up', 3), ('seems', 3), ('probably', 3), ('but', 3), ('people', 3), ('see', 3), ('black', 3), ('cops', 3), ('ground', 2), ('an', 2), ('arrest.', 2), ('arrested.', 2), ('distress', 2), ('out', 2), ('something', 2), ('scene.', 2), ('getting', 2), ('protest', 2), ('did', 2), ('My', 2), ('response', 2), ('so', 2)]"
36,keep,"[('the', 11), ('seems', 8), ('is', 7), ('a', 6), ('This', 5), ('like', 5), ('I', 4), ('of', 4), ('being', 4), ('and', 3), ('on', 3), ('officers', 3), ('to', 3), ('this', 3), ('man.', 3), ('arrested.', 3), ('The', 3), (""she's"", 3), ('very', 2), ('can', 2), ('situation,', 2), ('but', 2), ('A', 2), ('It', 2), ('arrested', 2), ('are', 2), ('feel', 1), ('sad.', 1), ('unfair.', 1), ('He', 1), ('scared', 1), ('by', 1), ('situation.', 1), ('unnecessary', 1), ('use', 1), ('brute', 1), ('force.', 1), ('clearly', 1), ('sense', 1), ('struggle', 1), ('face', 1), ('young', 1), ('boy', 1), ('nonchalance', 1), ('officer.', 1), (""don't"", 1), ('know', 1), ('seem', 1), ('be', 1), ('carelessly', 1)]","[('I', 18), ('is', 18), ('a', 16), ('like', 16), ('being', 14), ('to', 13), ('police', 13), ('the', 12), ('arrested', 10), ('in', 10), ('this', 9), ('be', 7), ('by', 7), ('feel', 6), ('look', 6), ('one', 6), ('of', 6), ('he', 6), ('are', 6), ('that', 5), ('not', 5), ('so', 5), ('looks', 5), ('what', 5), ('am', 5), ('they', 5), ('A', 5), ('protester', 4), ('lot', 4), ('for', 4), ('but', 4), ('The', 4), ('has', 4), ('their', 4), ('just', 4), ('she', 4), ('An', 4), ('african', 4), ('american', 4), ('male', 4), ('officer', 4), ('at', 3), ('arrests', 3), ('person', 3), ('on', 3), ('have', 3), ('been', 3), ('were', 3), ('Looks', 3), ('arrest', 3)]","[('the', 20), ('a', 17), ('to', 16), ('police', 16), ('is', 15), ('I', 12), ('this', 9), ('looks', 9), ('being', 9), ('are', 9), ('man', 8), ('that', 8), ('like', 8), ('and', 7), ('feel', 7), ('by', 7), ('be', 6), ('in', 6), ('they', 6), ('he', 6), ('what', 5), ('cops', 5), ('on', 5), ('arrested', 5), ('This', 5), ('for', 5), ('just', 4), ('seems', 4), ('of', 4), ('people', 4), ('The', 4), ('at', 4), ('look', 3), ('doing', 3), ('not', 3), ('someone', 3), ('person', 3), ('but', 3), ('see', 3), ('arresting', 3), ('have', 3), ('going', 3), ('getting', 3), ('black', 3), ('woman', 3), ('with', 3), ('A', 3), ('Looks', 2), ('bit', 2), ('force', 2)]"
37,eliminate,"[('the', 16), ('to', 11), ('man', 9), ('and', 8), ('The', 7), ('of', 6), ('police', 6), ('in', 6), ('seems', 5), ('protest', 4), ('be', 4), ('is', 4), ('a', 4), ('use', 3), ('looks', 3), ('doing', 3), ('male', 3), ('officers', 3), ('Unnecessary', 2), ('against', 2), ('like', 2), ('been', 2), ('their', 2), ('but', 2), ('center', 2), ('arrested', 2), ('Anger', 2), ('this', 2), ('woman', 2), ('detain', 2), ('at', 2), ('properly', 2), ('inability', 2), ('protestor', 2), ('force', 2), ('Racism', 1), ('violence', 1), ('what', 1), ('simple', 1), ('protesting', 1), ('something', 1), ('has', 1), ('forced', 1), ('ground', 1), ('cuffed', 1), ('seem', 1), ('jobs,', 1), ('passionate', 1), ('about', 1), ('frustrated', 1)]","[('the', 25), ('this', 16), ('are', 13), ('is', 13), ('police', 12), ('like', 11), ('looks', 11), ('man', 11), ('of', 11), ('being', 10), ('and', 9), ('on', 9), ('by', 9), ('to', 9), ('person', 8), ('arrested', 8), ('I', 8), ('feel', 8), ('cops', 8), ('in', 8), ('a', 8), ('they', 8), ('The', 6), ('not', 6), ('for', 6), ('with', 5), ('one', 5), ('she', 4), ('he', 4), ('would', 4), ('protest', 4), ('way', 4), ('many', 4), ('too', 4), ('that', 4), ('arresting', 3), ('young', 3), ('It', 3), ('seems', 3), ('people', 3), ('her', 3), ('guy', 3), ('be', 3), ('but', 3), ('pain.', 3), ('his', 3), ('were', 3), ('why', 3), ('there', 3), ('him', 3)]","[('is', 22), ('I', 15), ('the', 14), ('to', 12), ('looks', 12), ('police', 12), ('in', 11), ('a', 11), ('being', 10), ('what', 9), ('man', 8), ('he', 7), ('like', 7), ('This', 7), ('arrested', 7), ('going', 6), ('they', 6), ('are', 6), ('this', 6), ('by', 5), ('it', 5), ('and', 5), ('for', 5), ('him', 4), ('A', 4), ('The', 4), ('feel', 4), ('have', 4), ('on', 4), ('wonder', 4), ('woman', 4), ('but', 3), ('am', 3), ('just', 3), ('doing', 3), ('their', 3), ('up.', 3), ('of', 3), ('picture', 3), ('hurting', 3), ('did', 3), ('be', 3), ('black', 3), ('Police', 3), ('She', 2), ('not', 2), ('with', 2), ('choke', 2), ('hold', 2), ('bring', 2)]"
39,eliminate,"[('the', 20), ('I', 19), ('this', 16), ('like', 16), ('is', 14), ('to', 13), ('of', 12), ('and', 12), ('in', 10), ('a', 10), ('black', 9), ('but', 9), ('are', 7), ('This', 7), ('they', 7), ('feel', 6), (""don't"", 6), (""aren't"", 6), ('people', 5), ('for', 5), ('know', 5), ('on', 5), ('officers', 5), ('it', 4), ('treatment', 4), ('what', 4), ('only', 4), ('been', 4), ('at', 4), ('with', 4), ('The', 4), ('ground', 4), ('looks', 4), ('have', 4), ('him', 4), ('there', 3), ('many', 3), ('one', 3), ('also', 3), ('do', 3), ('officer', 3), (""doesn't"", 3), ('he', 3), ('that', 3), ('teenager', 3), ('can', 3), ('getting', 3), ('why', 3), ('He', 3), ('man', 3)]","[('a', 26), ('the', 21), ('is', 19), ('being', 19), ('police', 17), ('to', 16), ('looks', 15), ('like', 14), ('this', 14), ('I', 14), ('arrested', 11), ('for', 11), ('by', 11), ('on', 10), ('and', 10), ('This', 9), ('are', 8), ('of', 8), ('that', 7), ('man', 7), ('person', 7), ('why', 7), ('feel', 7), ('he', 6), ('do', 6), ('what', 6), ('at', 6), ('it', 5), ('in', 5), ('people', 5), ('they', 4), ('guy', 4), ('more', 4), ('with', 4), ('him', 4), ('know', 4), ('going', 4), ('or', 4), ('peaceful', 4), (""don't"", 4), ('black', 4), ('Police', 4), ('An', 4), ('african', 4), ('american', 4), ('officer', 4), ('seems', 3), ('officers', 3), ('not', 3), ('so', 3)]","[('I', 16), ('the', 15), ('is', 15), ('this', 14), ('a', 13), ('to', 12), ('police', 11), ('of', 10), ('looks', 8), ('like', 8), ('being', 8), ('have', 7), ('in', 7), ('man', 6), ('for', 6), ('feel', 6), ('not', 5), ('be', 5), ('and', 5), ('on', 4), ('as', 4), ('it', 4), ('by', 4), ('that', 4), ('This', 4), ('arrested', 4), ('he', 4), ('guy', 3), ('an', 3), ('arrest', 3), ('black', 3), ('why', 3), ('many', 3), ('cops', 3), ('He', 3), ('response.', 3), (""don't"", 3), ('so', 3), ('person', 3), ('or', 3), ('police.', 3), ('Police', 3), ('think', 2), ('ground', 2), ('very', 2), ('see', 2), ('am', 2), ('what', 2), ('happening', 2), ('She', 2)]"
40,keep,"[('This', 13), ('to', 12), ('the', 10), ('of', 9), ('makes', 8), ('me', 8), ('and', 8), ('seems', 8), ('be', 8), ('seem', 7), ('like', 7), (""doesn't"", 6), ('a', 5), ('upset', 4), ('an', 4), ('force', 4), ('being', 4), ('on', 4), ('by', 4), ('He', 4), ('looks', 4), ('just', 4), (""don't"", 4), ('angry', 3), ('amount', 3), ('in', 3), ('police', 3), ('officers', 3), ('angry.', 3), ('one', 3), ('circumstances', 3), ('I', 3), ('picture', 2), ('alright', 2), ('There', 2), (""I'm"", 2), ('number', 2), ('surrounded', 2), ('unsympathetic', 2), ('are', 2), ('it', 2), ('unnecessary', 2), ('for', 2), ('justified?', 2), ('The', 2), ('man', 2), ('or', 2), ('woman', 2), ('upset.', 2), (""He's"", 2)]","[('the', 25), ('is', 20), ('to', 19), ('police', 15), ('being', 14), ('this', 12), ('I', 11), ('in', 10), ('arrested', 9), ('and', 9), ('be', 9), ('on', 9), ('a', 8), ('of', 7), ('by', 7), ('like', 7), ('feel', 6), ('man', 6), ('what', 6), ('were', 6), ('The', 6), ('A', 5), ('are', 5), ('but', 5), ('an', 5), ('not', 4), ('they', 4), ('woman', 4), ('arrests', 4), ('This', 4), ('looks', 4), ('he', 4), ('as', 4), ('person', 3), ('way', 3), ('that', 3), ('him', 3), ('Police', 3), ('can', 3), ('lot', 3), ('seems', 3), ('many', 3), ('why', 3), ('have', 3), ('at', 3), ('several', 3), ('made', 3), ('more', 3), ('people', 3), ('getting', 3)]","[('to', 19), ('the', 17), ('is', 16), ('a', 15), ('I', 14), ('looks', 13), ('police', 12), ('that', 11), ('like', 11), ('for', 9), ('being', 9), ('be', 8), ('of', 8), ('person', 7), ('what', 7), ('this', 6), ('This', 6), ('she', 6), ('by', 6), ('man', 6), ('seems', 5), ('have', 5), ('and', 5), ('people', 5), ('so', 4), ('feel', 4), ('away', 4), ('black', 4), ('one', 4), ('wonder', 4), ('many', 3), ('no', 3), ('are', 3), ('arresting', 3), ('woman', 3), ('A', 3), ('someone', 3), ('cops', 3), ('He', 3), ('it', 3), ('he', 3), ('while', 3), ('doing', 3), ('probably', 3), ('just', 3), ('The', 3), ('at', 3), ('these', 2), ('loud', 2), ('enforcement', 2)]"
41,eliminate,"[('to', 7), ('I', 5), ('seems', 5), ('be', 4), ('the', 3), ('man', 3), ('this', 3), ('for', 2), ('unneccessary', 2), ('is', 2), ('very', 2), ('The', 2), ('wonder', 2), ('looks', 2), ('am', 1), ('worried', 1), ('his', 1), ('safety', 1), ('Inspiring', 1), ('Wow', 1), ('race', 1), ('apparent', 1), ('doing', 1), ('nothing', 1), ('wrong', 1), ('what', 1), ('circumstances', 1), ('are', 1), ('This', 1), ('definitely', 1), ('Need', 1), ('more', 1), ('context', 1), ('feel', 1), ('scared', 1), ('all', 1), ('parties', 1), ('involved', 1), ('Hard', 1), ('tell', 1), ('surrendering', 1), ('already,', 1), ('so', 1), ('excessive', 1), ('in', 1), ('pain', 1), ('He', 1), ('too', 1), ('young', 1), ('arrested', 1)]","[('to', 26), ('I', 22), ('is', 22), ('this', 18), ('the', 14), ('what', 12), ('being', 11), ('that', 11), ('like', 11), ('a', 7), ('man', 7), ('police', 7), ('they', 7), ('of', 7), ('he', 7), ('person', 7), ('be', 7), ('feel', 6), ('it', 6), ('look', 6), ('for', 6), ('looks', 6), ('in', 6), ('really', 5), ('because', 5), ('are', 5), ('seems', 5), ('she', 5), ('and', 5), ('on', 4), ('at', 4), ('so', 4), ('his', 4), (""don't"", 4), ('many', 4), ('cops', 4), ('with', 4), ('but', 4), ('did', 4), ('by', 3), ('him', 3), ('What', 3), ('one', 3), ('need', 3), ('arrested', 3), ('know', 3), ('why', 3), ('wonder', 3), ('This', 3), ('pain', 3)]","[('is', 20), ('the', 19), ('police', 13), ('I', 13), ('man', 13), ('being', 13), ('looks', 13), ('to', 13), ('a', 12), ('like', 11), ('he', 11), ('of', 10), ('in', 10), ('arrested', 8), ('this', 8), ('by', 7), ('what', 7), ('This', 6), ('are', 6), ('feel', 5), ('for', 5), ('on', 5), ('black', 5), ('that', 5), ('have', 5), ('and', 4), ('they', 4), ('with', 4), ('as', 4), ('be', 4), ('It', 3), ('A', 3), ('getting', 3), ('it', 3), ('going', 3), ('or', 3), ('woman', 3), ('she', 3), ('just', 3), ('me', 2), ('arrested.', 2), ('bad', 2), ('Black', 2), ('male', 2), ('ground', 2), ('handcuffed', 2), ('really', 2), ('sad', 2), ('because', 2), ('pain.', 2)]"
42,keep,"[('I', 13), ('feel', 13), ('man', 6), ('is', 6), ('be', 5), ('that', 5), ('being', 4), ('a', 4), ('as', 4), ('and', 3), ('force', 3), ('to', 3), ('police', 3), ('for', 3), ('looks', 3), ('because', 3), ('like', 3), ('she', 2), ('A', 2), ('detained', 2), ('with', 2), ('Why', 2), ('does', 2), ('there', 2), ('need', 2), ('whole', 2), ('of', 2), ('while', 2), ('possibly', 2), ('officers', 2), ('the', 2), ('scared', 2), ('this', 2), ('sad,', 2), ('his', 2), ('life', 2), ('upset', 2), ('can', 2), ('woman', 2), ('pleading', 2), ('Upset', 1), ('frustrated.', 1), ('Does', 1), ('deserve', 1), ('this?', 1), ('protester(?)', 1), ('unnecessary', 1), ('Man', 1), ('held', 1), ('down', 1)]","[('to', 21), ('the', 20), ('is', 19), ('a', 19), ('I', 18), ('this', 13), ('like', 11), ('feel', 11), ('he', 11), ('being', 10), ('police', 10), ('it', 9), ('in', 9), ('on', 8), ('and', 8), ('be', 8), ('This', 8), ('of', 7), ('me', 7), ('looks', 7), ('man', 7), ('for', 7), ('one', 6), ('as', 6), ('are', 6), ('person', 6), ('not', 6), ('by', 6), ('with', 5), ('black', 5), ('that', 5), ('makes', 4), ('A', 4), ('arrested.', 4), ('cops', 4), ('who', 4), ('was', 4), ('upset', 4), ('why', 4), ('has', 4), ('arrested', 4), ('what', 4), ('arrest', 3), ('The', 3), ('they', 3), ('probably', 3), ('down', 3), ('them', 3), ('many', 3), ('do', 3)]","[('the', 20), ('is', 15), ('being', 14), ('I', 14), ('this', 12), ('a', 11), ('to', 11), ('man', 10), ('looks', 9), ('police', 9), ('be', 9), ('in', 9), ('for', 7), ('by', 7), ('feel', 7), ('like', 7), ('are', 6), ('arrested', 6), ('The', 5), ('of', 5), ('and', 5), ('he', 5), ('that', 5), ('guy', 5), ('This', 4), ('an', 4), ('as', 4), ('they', 4), ('person', 4), ('what', 4), ('arrested.', 4), ('no', 4), ('A', 3), ('his', 3), ('but', 3), ('black', 3), ('pain.', 3), ('if', 3), ('who', 3), ('has', 3), ('have', 3), ('their', 3), ('just', 3), ('something', 3), ('arrest', 2), ('protest', 2), ('officer', 2), ('get', 2), ('out', 2), ('held', 2)]"
43,eliminate,"[('a', 10), ('to', 7), ('the', 6), ('like', 5), ('Is', 4), ('this', 4), ('but', 4), ('man', 4), ('on', 4), ('is', 4), ('looks', 4), ('of', 4), ('really', 3), ('at', 3), ('protest?', 3), ('look', 3), ('they', 3), ('Why', 3), ('black', 3), ('cops', 3), ('This', 2), ('seems', 2), ('peaceful', 2), ('up', 2), ('another', 2), ('have', 2), ('right', 2), ('protest.', 2), ('The', 2), ('cop', 2), ('force.', 2), ('and', 2), ('army', 2), ('soldiers.', 2), ('you', 2), ('need', 2), ('your', 2), ('he', 2), ('be', 2), ('frustatingly', 1), ('unfair', 1), ('necesary?', 1), ('Seems', 1), ('protest,', 1), ('least', 1), (""they're"", 1), ('not', 1), ('beating', 1), ('him.', 1), ('Police', 1)]","[('the', 26), ('to', 16), ('is', 15), ('a', 13), ('police', 13), ('man', 12), ('like', 12), ('being', 11), ('this', 10), ('in', 10), ('I', 9), ('on', 9), ('by', 9), ('looks', 9), ('of', 9), ('be', 9), ('arrested', 9), ('are', 8), ('he', 7), ('feel', 7), ('that', 6), ('for', 6), ('they', 6), ('seems', 6), ('have', 5), ('This', 5), ('not', 5), ('male', 5), ('with', 5), ('what', 5), ('and', 4), ('arrested.', 4), ('much', 4), ('force.', 4), ('Black', 4), ('as', 4), ('officers', 4), ('person', 3), ('young', 3), ('but', 3), ('look', 3), ('she', 3), ('some', 3), ('were', 3), ('ground', 3), ('police.', 3), ('why', 3), ('do', 3), ('there', 3), (""don't"", 3)]","[('the', 19), ('is', 17), ('to', 15), ('I', 14), ('police', 12), ('being', 11), ('this', 9), ('arrested', 8), ('by', 8), ('person', 7), ('a', 7), ('feel', 7), ('he', 7), ('and', 6), ('they', 6), ('what', 6), ('in', 6), ('man', 6), ('This', 5), ('looks', 5), ('like', 5), ('that', 5), ('be', 5), ('getting', 5), ('of', 5), ('as', 5), ('at', 5), ('A', 4), ('black', 4), ('are', 4), ('carried', 4), ('have', 4), ('cops', 4), ('officers', 4), ('for', 4), ('The', 3), ('am', 3), ('did', 3), ('if', 3), ('not', 3), ('someone', 3), ('needs', 3), ('woman', 2), (""they're"", 2), ('just', 2), ('get', 2), ('anyone', 2), ('who', 2), ('an', 2), ('Black', 2)]"
44,keep,"[('the', 7), ('is', 6), ('that', 5), ('i', 5), ('why', 5), ('to', 5), ('of', 4), ('like', 4), ('cops', 4), ('a', 4), ('man', 4), ('so', 4), ('it', 3), ('injustice', 3), ('are', 3), ('force', 3), ('officers', 3), ('be', 3), ('he', 3), ('reminds', 2), ('me', 2), ('institutional', 2), ('not', 2), ('all', 2), ('being', 2), ('detained', 2), (""don't"", 2), ('know', 2), ('much', 2), (""doesn't"", 2), ('seem', 2), ('even', 2), ('white', 2), ('black', 2), ('an', 2), ('holding', 2), ('as', 2), ('if', 2), ('at', 2), ('many', 2), ('again', 1), (""it's"", 1), ('very', 1), ('surprising', 1), ('people', 1), ('african', 1), ('american', 1), ('(profiling)', 1), ('required.', 1), ('dont', 1)]","[('the', 16), ('I', 15), ('to', 15), ('is', 14), ('looks', 13), ('police', 12), ('this', 12), ('a', 11), ('not', 11), ('like', 9), ('are', 8), ('being', 7), ('of', 7), ('in', 7), ('be', 7), ('feel', 6), ('This', 6), ('he', 6), ('arrest', 6), ('but', 6), ('am', 6), ('many', 5), ('and', 5), ('man', 5), ('black', 5), ('that', 4), ('by', 4), ('tell', 4), ('what', 4), ('on', 4), ('for', 4), ('does', 4), ('cops', 4), ('too', 3), ('It', 3), ('arrested', 3), ('picture', 3), ('they', 3), ('trying', 3), ('The', 3), ('guy', 3), ('or', 3), ('pain.', 3), ('look', 3), ('it', 3), ('why', 3), ('need', 3), ('sure', 3), ('using', 3), ('force', 3)]","[('the', 19), ('is', 19), ('I', 14), ('to', 13), ('being', 11), ('this', 10), ('like', 9), ('of', 8), ('he', 8), ('police', 8), ('man', 8), ('looks', 8), ('arrested', 8), ('for', 8), ('a', 7), ('have', 6), ('feel', 6), ('by', 5), ('in', 5), ('are', 5), ('seems', 5), ('and', 5), ('they', 4), ('you', 4), ('person', 4), ('what', 4), ('This', 4), ('she', 3), ('be', 3), ('at', 3), ('arresting', 3), ('him', 3), ('going', 3), ('people', 3), ('on', 3), ('as', 3), ('not', 3), ('just', 3), ('force', 3), ('down', 3), ('has', 3), ('A', 3), ('That', 2), ('one', 2), ('because', 2), ('doing', 2), ('their', 2), ('sad', 2), ('He', 2), ('think', 2)]"
46,keep,"[('the', 6), ('looks', 4), ('on', 4), ('is', 3), ('-', 3), ('like', 3), ('Why', 3), ('to', 3), ('and', 3), ('sad', 2), ('in', 2), (""she's"", 2), ('she', 2), ('should', 2), ('of', 2), ('need', 2), ('be', 2), ('7', 1), ('His', 1), ('face', 1), ('so', 1), ('Clearly,', 1), ('he', 1), ('pain', 1), (""It's"", 1), ('good', 1), (""he's"", 1), ('resisting', 1), ('them', 1), ('Excessive', 1), ('Of', 1), ('course', 1), ('angry', 1), ('be.', 1), ('They', 1), ('look', 1), (""they're"", 1), ('enjoying', 1), ('exercise', 1), ('power', 1), ('earth', 1), ('would', 1), ('facedown', 1), ('pavement', 1), ('for', 1), ('this', 1), ('Outnumbered', 1), ('Police', 1), ('brutality', 1), ('can', 1)]","[('the', 25), ('is', 25), ('I', 24), ('to', 20), ('a', 17), ('this', 15), ('are', 12), ('like', 12), ('police', 11), ('looks', 9), ('man', 9), ('being', 9), ('This', 8), ('feel', 7), ('on', 7), ('and', 7), ('not', 7), ('of', 7), ('what', 7), ('am', 7), ('but', 6), ('in', 6), ('cops', 5), ('arrested', 5), ('be', 5), ('they', 5), ('it', 5), ('why', 5), ('The', 4), ('he', 4), ('arrest', 4), (""don't"", 4), ('she', 4), ('by', 4), ('so', 4), ('going', 4), ('have', 3), ('guy', 3), ('for', 3), ('pain', 3), ('look', 3), ('sure', 3), ('if', 3), ('just', 3), ('doing', 3), ('their', 3), ('response', 3), ('no', 3), ('think', 3), ('It', 3)]","[('to', 18), ('is', 15), ('this', 15), ('the', 15), ('a', 10), ('police', 10), ('like', 9), ('of', 9), ('I', 9), ('be', 8), ('This', 7), ('being', 6), ('and', 6), ('that', 6), ('he', 6), ('person', 6), ('arrested', 5), ('by', 5), ('in', 5), ('feel', 5), ('are', 5), ('getting', 5), ('it', 4), ('for', 4), ('they', 4), ('at', 4), ('look', 4), ('much', 4), ('on', 4), ('cops', 4), ('looks', 3), ('man', 3), (""don't"", 3), ('guy', 3), ('did', 3), ('upset', 3), ('The', 3), ('not', 3), ('but', 3), ('no', 3), ('male', 3), ('officer', 3), ('A', 2), ('officers.', 2), ('doing', 2), ('their', 2), ('What', 2), ('see', 2), ('needs', 2), ('man.', 2)]"
47,eliminate,"[('he', 9), ('is', 8), ('this', 7), ('like', 5), ('in', 5), ('looks', 5), ('seems', 4), ('she', 4), ('and', 4), ('have', 4), ('man', 3), ('guy', 3), ('to', 3), ('resisting', 3), ('angry', 3), ('must', 3), ('what', 3), ('being', 2), ('down', 2), ('did', 2), ('be', 2), ('of', 2), ('been', 2), ('him', 2), ('a', 2), ('about', 2), ('happening', 2), ('police', 2), ('that', 2), ('nervous', 1), ('why', 1), ('held', 1), ('What', 1), ('do', 1), ('pain', 1), ('woman', 1), ('pissed', 1), ('but', 1), ('not', 1), ('surprised', 1), ('getting', 1), ('arrested', 1), ('ouch.', 1), ('was', 1), ('aggressive?', 1), ('out', 1), ('control', 1), ('really', 1), ('Is', 1), ('pain?', 1)]","[('police', 23), ('being', 21), ('man', 20), ('to', 17), ('is', 16), ('arrested', 15), ('by', 13), ('the', 12), ('and', 12), ('a', 12), ('looks', 10), ('like', 9), ('I', 9), ('A', 9), ('black', 8), ('be', 7), ('this', 6), ('in', 6), ('really', 6), ('held', 6), ('officers.', 6), ('are', 5), ('with', 5), ('This', 5), ('what', 5), ('seems', 4), ('officers', 4), ('person', 4), ('they', 4), ('were', 4), ('him', 4), (""don't"", 4), ('of', 4), ('he', 4), ('force', 4), ('as', 4), ('woman', 4), ('male', 4), ('there', 3), ('for', 3), ('too', 3), ('cops', 3), ('trying', 3), ('situation', 3), ('why', 3), ('pain.', 3), (""he's"", 3), ('look', 3), ('wonder', 3), ('did', 3)]","[('to', 21), ('the', 21), ('is', 17), ('are', 12), ('police', 11), ('I', 11), ('of', 11), ('this', 10), ('a', 10), ('on', 9), ('and', 8), ('it', 8), ('like', 7), ('looks', 7), ('they', 6), ('man', 6), ('This', 6), ('being', 6), ('trying', 5), ('for', 5), ('arrested', 5), ('why', 4), ('so', 4), ('in', 4), ('officers', 4), ('feel', 4), ('that', 4), ('one', 4), ('what', 4), ('people', 4), ('have', 4), ('by', 4), ('doing', 3), ('see', 3), ('A', 3), ('someone', 3), ('Why', 3), ('from', 3), ('be', 3), ('he', 3), ('woman', 3), ('way', 3), ('seems', 3), ('The', 2), ('look', 2), ('just', 2), ('their', 2), ('many', 2), ('down', 2), ('because', 2)]"
